Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Battle Arena Toshinden Remix,SAT,1994.0,Fighting,Sega,0.0,0.0,0.12,0.0,0.12,,,,,
nail'd,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,Twelve
Legends of Wrestling II,GC,2002.0,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,59.0,14.0,tbd,,T
Lost Magic,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,E
A.C.E.: Another Century's Episode Portable,PSP,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,
Jaws: Ultimate Predator,3DS,2011.0,Action,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12,,,tbd,,
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5,25.0,Twelve
Jikkyou Powerful Pro Yakyuu 9,GC,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12,,,,,
Rock Band: Metal Track Pack,PS3,2009.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.12,,,tbd,,T
Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,Eighteen
Barbie as The Island Princess,PS2,2007.0,Adventure,Activision,0.06,0.04,0.0,0.02,0.12,,,tbd,,E
Crime Killer,PS,1998.0,Racing,Interplay,0.07,0.04,0.0,0.01,0.12,,,,,T
Petz Puppyz & Kittenz,DS,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004.0,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,43.0,17.0,tbd,,M
Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,E10
MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12,61.0,14.0,tbd,,E
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,Eighteen
SD Gundam G Generation-F.I.F,PS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12,,,,,
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994.0,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12,,,,,
Rubik's World,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,66.0,8.0,tbd,,E
Zenses: Ocean,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,56.0,5.0,tbd,,E
Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,T
Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,E
NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,,,7.7,7.0,E10
Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,
Cruis'n,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,E
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Sixteen
Harukanaru Augusta 2: Masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12,,,,,
Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7,13.0,Twelve
SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.12,53.0,7.0,tbd,,E
Love Live! School Idol Paradise,PSV,2014.0,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,,,,,
Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,CERO_D
Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Twelve
The Clique: Diss and Make Up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,,,tbd,,E10
Mobil 1 Rally Championship,PS,2000.0,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12,,,,,E
USA Today Crossword Challenge,DS,2008.0,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12,,,tbd,,T
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002.0,Fighting,Spike,0.0,0.0,0.12,0.0,0.12,,,,,
Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7,5.0,M
Charm Girls Club: My Perfect Prom,DS,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12,,,tbd,,E
Marvel Trading Card Game,DS,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,T
Rugrats: Totally Angelica,PS,2001.0,Adventure,THQ,0.06,0.04,0.0,0.01,0.12,,,,,E
Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,M
Brunswick Pro Bowling,3DS,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,,,tbd,,E
CSI: Crime Scene Investigation,XB,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,M
Wipeout 2,PS3,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,,E10
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,E10
Ultimate Puzzle Games: Sudoku Edition,DS,2007.0,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12,,,tbd,,
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,T
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,55.0,24.0,8,20.0,Eighteen
Hanagumi Taisen Columns,SAT,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12,,,,,
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7,351.0,Sixteen
Tales of Destiny 2,PSP,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,CERO_A
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12,57.0,10.0,tbd,,E10
Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12,54.0,39.0,3.8,30.0,Twelve
Petz Fantasy: Moonlight Magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,tbd,,E
The Price is Right: Decades,Wii,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,tbd,,E10
Power Pro Kun Pocket 14,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,CERO_A
Dragon Ball: Origins,DS,2008.0,Action,Atari,0.08,0.02,0.0,0.01,0.12,78.0,18.0,7.5,15.0,CERO_A
Jikkyou Powerful Pro Baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,
FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,Three
After Hours Athletes,PS3,2011.0,Sports,Sony Computer Entertainment,0.0,0.1,0.0,0.02,0.12,,,,,E
UN Squadron,SNES,1991.0,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12,,,,,
Tecmo Super Bowl,PS,1996.0,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.12,,,,,E
Disney Princess: Enchanting Storybooks,DS,2011.0,Misc,THQ,0.07,0.03,0.0,0.01,0.12,,,tbd,,E
Dora the Explorer: Journey to the Purple Planet,GC,2005.0,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12,,,tbd,,EC
Lunar 2: Eternal Blue,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12,,,,,T
NHL Powerplay '96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12,,,,,E
Thousand Arms,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12,,,,,T
Arctic Thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12,57.0,17.0,tbd,,T
Barnyard,GC,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,66.0,12.0,tbd,,E10
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12,,,,,
Stolen Song,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,,,,,
Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,18.0,7.4,28.0,Twelve
