Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04,59.0,9.0,tbd,,Three
Time Travelers,3DS,2012.0,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,,,,,CERO_C
WSC Real 11: World Snooker Championship,X360,2011.0,Sports,Koch Media,0.0,0.03,0.0,0.0,0.04,,,,,
Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,M
Luxor: Pharaoh's Challenge,Wii,2007.0,Puzzle,Funsta,0.01,0.02,0.0,0.0,0.04,,,tbd,,
Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520.0,Eighteen
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016.0,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,
Syndicate Wars,PS,1997.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,,,,,
Sonic PC Collection,PC,2009.0,Misc,Sega,0.0,0.04,0.0,0.0,0.04,,,,,ACB_G
Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,E10
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,,,,,Seven
Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,,,,,
Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,,,,,T
Tiger Woods PGA Tour Golf,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,tbd,,
SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9.0,Eighteen
Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,E10
CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,Sixteen
Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.2,42.0,T
All Points Bulletin,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,,,,,Eighteen
Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,T
Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,60.0,6.0,tbd,,E10
The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,,,7.6,26.0,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007.0,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04,,,tbd,,
Game of Thrones (Telltale),PS3,2015.0,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,,,,,M
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,Eighteen
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,,,,
Free Running,Wii,2009.0,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04,,,tbd,,
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015.0,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,,,,,Sixteen
Dreamfall: The Longest Journey,XB,2006.0,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,M
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,,,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010.0,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,CERO_A
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,
Zatch Bell! Mamodo Fury,GC,2005.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,,,,,
JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,T
SpongeBob: HeroPants,3DS,2015.0,Platform,Activision,0.03,0.0,0.0,0.0,0.04,,,tbd,,Seven
Dora's Big Birthday Adventure,PS2,2010.0,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,,,tbd,,
PopStar Guitar,PS2,2008.0,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,,,tbd,,T
NHL Blades of Steel 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,,,,,
Outlaw Volleyball Remixed,PS2,2004.0,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,57.0,9.0,tbd,,
Corpse Party: Blood Covered - Repeated Fear,3DS,2015.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,
The Adventures of Darwin,PS2,2006.0,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,53.0,10.0,tbd,,E10
Berserk and the Band of the Hawk,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Eighteen
Just Sing! Vol. 2,DS,2011.0,Misc,PQube,0.0,0.03,0.0,0.0,0.04,,,,,
Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,,,,,E
Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,,,7.8,11.0,CLASS_IND_Eighteen
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.04,,,,,
Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8,25.0,Sixteen
Gal Gun: Double Peace,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.01,0.04,,,8.1,10.0,Sixteen
Warhammer: Dark Omen,PS,1998.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,,,,,T
Denki Blocks!,GBA,2001.0,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04,,,,,Three
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,
