Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Age of Empires II: The Age of Kings,PC,1999.0,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9,801.0,T
Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1,7.0,
Shining Tears,PS2,2004.0,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0,
Devil May Cry 4,PS4,2015.0,Action,Capcom,0.01,0.0,0.08,0.0,0.09,,,,,M
MotoGP,XB,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84.0,18.0,8.4,16.0,E
Scaler,PS2,2004.0,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70.0,20.0,8.6,18.0,E
Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.6,216.0,M
X-COM: UFO Defense,PS,1995.0,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09,,,,,Twelve
Gradius V,PS2,2004.0,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82.0,46.0,8.5,13.0,T
Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action,Little Orbit,0.03,0.05,0.0,0.02,0.09,,,,,Three
Medal of Honor: Vanguard,Wii,2007.0,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.09,56.0,29.0,7,24.0,Sixteen
World Cup '98 France: Road to Win,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09,,,,,
Pro Evolution Soccer 2013,Wii,2012.0,Sports,Konami Digital Entertainment,0.0,0.03,0.06,0.0,0.09,,,tbd,,
MLB SlugFest 20-04,XB,2003.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,16.0,tbd,,
Barbie and the Magic of Pegasus,GBA,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09,,,tbd,,E
Beaterator,PSP,2009.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,80.0,44.0,7.8,12.0,E
Big League Sports: Summer,Wii,2009.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09,,,tbd,,E
SD Gundam G Generation DS,DS,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,
Retro Game Challenge (US sales),DS,2007.0,Action,Namco Bandai Games,0.09,0.0,0.0,0.0,0.09,,,,,
Wordmaster,DS,2008.0,Strategy,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.09,57.0,5.0,tbd,,
Arcania: Gothic 4,X360,2010.0,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64.0,21.0,5.2,52.0,Sixteen
Bleach: Heat the Soul,PSP,2005.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,
