Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.04,0.0,0.02,0.24,47.0,51.0,5,72.0,Sixteen
Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24,,,,,
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009.0,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24,,,tbd,,
Rampage,2600,1988.0,Action,Activision,0.22,0.01,0.0,0.0,0.24,,,,,
Dark Cavern,2600,1981.0,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,,,,,
Pictionary: Ultimate Edition,X360,2011.0,Misc,THQ,0.16,0.05,0.0,0.02,0.24,53.0,4.0,tbd,,E
Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,80.0,23.0,4.3,113.0,Three
The Godfather (US & Others sales),X360,2006.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24,,,,,
We Love Golf!,Wii,2007.0,Sports,Capcom,0.19,0.0,0.03,0.02,0.24,,,,,E10
Angry Birds,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,,,7.3,19.0,E
Pictionary: Ultimate Edition,PS3,2011.0,Misc,THQ,0.15,0.06,0.0,0.03,0.24,62.0,4.0,tbd,,E
Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,46.0,12.0,7.5,30.0,Three
Tiger Woods PGA Tour 10,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,70.0,7.0,tbd,,E
Imagine: Zookeeper,DS,2009.0,Simulation,Ubisoft,0.15,0.06,0.0,0.02,0.24,,,tbd,,
Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.21,0.01,0.0,0.02,0.24,56.0,4.0,tbd,,Seven
Afro Samurai,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24,65.0,70.0,6.2,57.0,M
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61.0,27.0,5.4,101.0,M
NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56.0,9.0,8.2,9.0,E
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,74.0,29.0,8.1,14.0,Twelve
Divinity II: Ego Draconis,X360,2009.0,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,62.0,37.0,6.4,36.0,Twelve
Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73.0,27.0,8.4,18.0,T
DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,72.0,27.0,6.8,243.0,Sixteen
Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.19,0.03,0.0,0.02,0.23,63.0,10.0,8.2,5.0,E
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,18.0,7.5,6.0,E10
Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76.0,26.0,7,4.0,E
Wallace & Gromit in Project Zoo,PS2,2003.0,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,,,,,E
Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,THQ,0.22,0.0,0.0,0.02,0.23,,,tbd,,E
Girls Mode 3: Kirakira Code,3DS,2015.0,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,
Love Plus +,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,,,,,
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,77.0,24.0,8.1,31.0,T
Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,66.0,7.0,6.5,4.0,E
Mobile Suit Gundam: Climax U.C.,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,
Street Fighter EX2 Plus,PS,1998.0,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,,,,,
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016.0,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,,,,,
Big Family Games,Wii,2009.0,Misc,THQ,0.0,0.22,0.0,0.02,0.23,,,,,Three
Super Robot Taisen D,GBA,2003.0,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,,,,,CERO_A
Jet X20,PS2,2002.0,Racing,Unknown,0.11,0.09,0.0,0.03,0.23,,,,,
NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,59.0,24.0,5.6,86.0,Three
NASCAR Thunder 2004,XB,2003.0,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,85.0,14.0,9.1,15.0,E
Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79.0,30.0,9.1,31.0,T
MX vs. ATV Reflex,PSP,2009.0,Racing,THQ,0.18,0.03,0.0,0.03,0.23,,,tbd,,E
Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,26.0,5.8,10.0,Seven
Transformers: War for Cybertron (DS Version),DS,2010.0,Shooter,Activision,0.21,0.01,0.0,0.02,0.23,,,,,
Sands of Destruction,DS,2008.0,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63.0,20.0,7.9,18.0,T
Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,15.0,6,6.0,E10
Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,56.0,42.0,6.2,18.0,GRAC_ALL
Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,
Shrek's Carnival Craze Party Games,DS,2008.0,Misc,Activision,0.22,0.0,0.0,0.02,0.23,,,,,
Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision,0.17,0.03,0.0,0.03,0.23,,,tbd,,T
Hotel for Dogs,DS,2008.0,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,,,tbd,,
Scrabble (Others sales),DS,2009.0,Puzzle,Ubisoft,0.0,0.23,0.0,0.0,0.23,,,,,
World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85.0,20.0,8.8,6.0,E
Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73.0,34.0,9.1,23.0,T
Starsky & Hutch,XB,2003.0,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,,,,,T
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,35.0,7.5,25.0,T
Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,0.23,81.0,10.0,8,90.0,Three
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77.0,20.0,7.5,132.0,Twelve
Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35.0,9.0,3.4,16.0,T
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47.0,12.0,7.2,6.0,T
Rock Band Country Track Pack,X360,2009.0,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,66.0,4.0,tbd,,E10
Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,Rising Star Games,0.13,0.07,0.0,0.02,0.23,,,,,Three
Let's Make a Soccer Team!,PS2,2006.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,,,,,Three
The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72.0,42.0,6.5,15.0,M
Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,,,,,CERO_C
